,Name,Surname,Division,Manager,Gender,LGBTQ,Nationality,Ethnicity,Disability,Age,Mobile Number,Email,Avez-vous déjà été victime/témoin de harcèlement sexuel ?,Avez-vous déjà été victime/témoin de discrimination raciale ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur l'âge au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre ou l’orientation sexuelle ?,"Avez-vous déjà été témoin ou victime de discrimination fondée sur votre religion, culture ?",Avez-vous déjà été témoin ou victime de discrimination basée sur votre état de santé ou handicap au travail ?,Avez-vous déjà été témoin ou victime de discrimination basée sur votre parentalité ou future parentalité ?,Avez-vous déjà ressenti une situation de harcèlement moral ou psychologique au travail ?,Vous sentez-vous en mesure de signaler en toute sécurité des préoccupations concernant des comportements inappropriés au travail ?,"Dans le cas où vous avez déjà fait un signalement, comment jugez-vous le traitement de votre plainte ? (1 à 10, 10 étant totalement satisfait)",Estimez-vous que l'égalité est respectée au sein de votre entreprise ? (1 à 10),Dans quelle mesure diriez-vous que votre entreprise valorise la diversité et l'inclusion ? (1 à 10),"Vous sentez-vous apprécié pour le travail que vous accomplissez, indépendamment de votre identité sexuelle, de votre race, de votre handicap ou de votre nationalité ? (1 à 10)","Vous sentez-vous heureux au travail ? (1 à 10, 10 étant la meilleure note)","Vous sentez-vous en sécurité au travail ? (1 à 10, 10 étant la meilleure note)","Comment évaluez-vous votre niveau de stress au travail ? (1 à 10, où 10 représente le plus faible niveau de stress)","Comment évaluez-vous la qualité des relations avec vos collègues de travail ? (1 à 10, 10 étant la meilleure note)","Recommanderiez-vous l’entreprise à un proche ? (1 à 10, 10 tout à fait)",Vous sentez-vous respecté(e) et entendu(e) par vos collègues et votre hiérarchie ? (1 à 10),"Pensez-vous que votre entreprise valorise et promeut activement un environnement de travail inclusif ? (1 à 10, 10 tout à fait)","Pensez-vous que la direction et les managers de votre entreprise sont engagés et responsables en matière de diversité et d'inclusion ? (1 à 10, 10 tout à fait)","Selon vous, quelles mesures l'entreprise devrait-elle prendre pour mieux prévenir et gérer les discriminations ?",Votre entreprise propose-t-elle des formations régulières sur la diversité et l'inclusion pour tous les employés ?,L'entreprise dispose-t-elle de politiques claires et accessibles concernant la lutte contre la discrimination et le harcèlement ?,Avez-vous accès à une personne de contact ou à un service dédié pour signaler les incidents de discrimination ou de harcèlement ?,Salaire_Annuel,Pays,Continent,Moyenne_Toutes_Colonnes_Num
5948,Julian,Jackson,Sales,No,Female,Yes,Canadian,White,Yes,57,925 358 4456,Julian.Jackson@mail.ca,Parfois,Souvent,Rarement,Régulièrement,Jamais,Jamais,Rarement,Rarement,Parfois,Parfois,9,2,10,6,8,10,8,4,3,5,8,5,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Oui,Non,48922,Canada,North America,6.5
5949,Bob,Harrington,Finance,No,Female,Yes,Canadian,Asian,No,31,286 522 2798,Bob.Harrington@mail.ca,Souvent,Régulièrement,Régulièrement,Rarement,Souvent,Jamais,Parfois,Rarement,Rarement,Rarement,9,3,9,9,10,8,7,7,10,5,7,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,44632,Canada,North America,7.83
5950,Rick,Kelly,HR,No,Male,No,Canadian,White,No,43,894 117 6265,Rick.Kelly@mail.ca,Souvent,Parfois,Rarement,Souvent,Rarement,Parfois,Souvent,Rarement,Souvent,Rarement,7,5,6,4,5,10,7,9,8,9,10,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,59708,Canada,North America,7.17
5951,Phillip,Welsch,Finance,Yes,Male,No,Philippine,White,No,30,675 435 6739,Phillip.Welsch@mail.ca,Parfois,Rarement,Rarement,Rarement,Parfois,Jamais,Souvent,Jamais,Rarement,Jamais,3,8,7,6,8,3,6,9,10,8,9,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,48580,Philippines,Asia,7.17
5952,Angela,Khan,HR,No,Male,Prefer not to say,Vietnamese,White,No,40,867 416 8872,Angela.Khan@mail.ca,Rarement,Rarement,Souvent,Rarement,Parfois,Jamais,Parfois,Jamais,Jamais,Régulièrement,7,7,7,9,7,3,8,8,9,8,8,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,79721,Vietnam,Asia,7.17
5953,Quinn,Middleton,HR,No,Male,No,Canadian,White,No,42,304 611 1388,Quinn.Middleton@mail.ca,Rarement,Parfois,Rarement,Parfois,Rarement,Jamais,Rarement,Parfois,Parfois,Rarement,5,7,3,10,9,8,5,10,4,8,8,5,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,49370,Canada,North America,6.83
5954,George,Gonzales,Marketing,No,Male,No,Korean,Latin,No,32,416 710 9838,George.Gonzales@mail.ca,Parfois,Régulièrement,Régulièrement,Rarement,Souvent,Régulièrement,Parfois,Jamais,Rarement,Rarement,6,9,9,7,1,8,10,9,9,9,9,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,29151,South Korea,Asia,7.83
5955,Alexander,Plant,Finance,No,Female,No,Philippine,White,No,37,690 334 4643,Alexander.Plant@mail.ca,Rarement,Parfois,Régulièrement,Souvent,Parfois,Parfois,Souvent,Parfois,Parfois,Rarement,6,9,6,6,7,10,8,3,10,8,4,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,37884,Philippines,Asia,6.92
5956,Adalind,Whitehouse,IT,No,Non-binary/non-conforming,Prefer not to say,American,Black,No,36,934 973 8129,Adalind.Whitehouse@mail.ca,Souvent,Jamais,Souvent,Rarement,Régulièrement,Rarement,Souvent,Parfois,Régulièrement,Rarement,3,3,4,5,8,5,10,3,9,4,10,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,58894,United States,North America,5.92
5957,Tony,Potter,Sales,No,Male,No,Canadian,White,No,50,444 706 9828,Tony.Potter@mail.ca,Rarement,Jamais,Rarement,Régulièrement,Parfois,Souvent,Parfois,Jamais,Parfois,Rarement,6,9,7,3,6,7,8,7,9,9,6,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,65277,Canada,North America,7.25
5958,Stacy,Vane,HR,No,Male,No,English,White,Prefer not to say,26,423 606 4289,Stacy.Vane@mail.ca,Souvent,Souvent,Jamais,Souvent,Parfois,Rarement,Souvent,Jamais,Jamais,Rarement,9,7,6,9,7,2,8,7,1,10,9,5,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,68540,United Kingdom,Europe,6.67
5959,Jasmine,Taylor,IT,No,Female,No,Taiwanese,White,No,33,175 795 3349,Jasmine.Taylor@mail.ca,Souvent,Rarement,Rarement,Jamais,Jamais,Rarement,Parfois,Rarement,Souvent,Souvent,1,8,4,2,7,9,1,7,10,7,2,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,49872,Taiwan,Asia,5.42
5960,Teagan,Downing,RD,No,Male,No,Canadian,White,No,26,796 532 8406,Teagan.Downing@mail.ca,Jamais,Jamais,Jamais,Rarement,Parfois,Souvent,Jamais,Souvent,Rarement,Souvent,8,8,8,6,9,7,7,5,7,6,8,6,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,85072,Canada,North America,7.08
5961,Aiden,Emerson,Sales,No,Male,No,Canadian,White,No,45,148 329 5020,Aiden.Emerson@mail.ca,Rarement,Souvent,Parfois,Jamais,Souvent,Jamais,Jamais,Parfois,Jamais,Rarement,9,5,2,9,5,7,10,10,8,8,9,7,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Oui,47716,Canada,North America,7.42
5962,Anthony,Osmond,Finance,No,Female,No,German,White,No,35,481 944 9647,Anthony.Osmond@mail.ca,Rarement,Souvent,Rarement,Jamais,Jamais,Souvent,Parfois,Jamais,Jamais,Parfois,7,3,4,8,8,9,5,8,8,10,10,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,72037,Germany,Europe,7.33
5963,Wade,Maxwell,Sales,No,Female,No,Colombian,Latin,No,30,401 845 3508,Wade.Maxwell@mail.ca,Jamais,Parfois,Parfois,Rarement,Souvent,Souvent,Parfois,Jamais,Jamais,Jamais,9,8,9,8,9,5,5,7,7,10,8,6,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,85516,Colombia,South America,7.58
5964,Nate,Emmott,Sales,No,Female,No,British,White,No,43,821 687 3746,Nate.Emmott@mail.ca,Souvent,Parfois,Parfois,Parfois,Jamais,Jamais,Régulièrement,Rarement,Rarement,Souvent,9,6,3,10,8,4,10,5,8,5,7,5,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,34039,United Kingdom,Europe,6.67
5965,Rocco,Rainford,Sales,No,Male,Yes,Canadian,White,Yes,29,204 303 8057,Rocco.Rainford@mail.ca,Rarement,Rarement,Parfois,Jamais,Rarement,Jamais,Rarement,Rarement,Jamais,Rarement,6,10,8,6,6,9,9,4,5,7,8,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,60545,Canada,North America,7.25
5966,Sage,Hilton,IT,No,Male,No,Canadian,White,No,42,913 471 6863,Sage.Hilton@mail.ca,Jamais,Rarement,Jamais,Parfois,Rarement,Jamais,Souvent,Parfois,Régulièrement,Régulièrement,7,7,5,4,2,10,10,7,6,8,5,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,46165,Canada,North America,6.33
5967,Ron,Taylor,Finance,No,Male,No,Canadian,White,No,44,414 157 5101,Ron.Taylor@mail.ca,Rarement,Souvent,Souvent,Jamais,Rarement,Jamais,Parfois,Régulièrement,Régulièrement,Parfois,9,10,4,6,7,9,7,8,7,4,5,10,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Oui,89453,Canada,North America,7.17
5968,Julius,Connell,Operations,No,Male,Yes,Ghanaian,White,Yes,37,681 882 7945,Julius.Connell@mail.ca,Régulièrement,Rarement,Jamais,Parfois,Souvent,Parfois,Jamais,Parfois,Jamais,Souvent,5,2,9,7,4,5,5,7,9,8,7,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,50445,Ghana,Africa,6.17
5969,Shannon,Rycroft,Finance,No,Male,No,American,Black,No,52,554 683 2020,Shannon.Rycroft@mail.ca,Rarement,Rarement,Rarement,Rarement,Parfois,Régulièrement,Régulièrement,Rarement,Jamais,Régulièrement,8,5,10,5,6,6,10,9,3,7,8,4,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,40199,United States,North America,6.75
5970,Emma,Neal,Sales,No,Male,No,Vietnamese,White,No,27,293 707 4898,Emma.Neal@mail.ca,Parfois,Parfois,Parfois,Souvent,Jamais,Jamais,Souvent,Jamais,Rarement,Rarement,9,6,7,6,2,3,10,9,5,10,5,10,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Oui,20290,Vietnam,Asia,6.83
5971,Luke,Appleton,Finance,No,Male,No,Canadian,White,No,33,842 418 8042,Luke.Appleton@mail.ca,Régulièrement,Jamais,Parfois,Jamais,Rarement,Souvent,Souvent,Jamais,Régulièrement,Rarement,7,7,3,1,9,1,2,8,6,7,5,10,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,37863,Canada,North America,5.5
5972,Nancy,Power,Operations,No,Female,No,Canadian,White,No,53,245 520 1765,Nancy.Power@mail.ca,Rarement,Parfois,Rarement,Régulièrement,Rarement,Rarement,Souvent,Régulièrement,Régulièrement,Souvent,9,6,9,10,8,9,6,9,10,8,7,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,14828,Canada,North America,7.92
5973,Ivy,Chapman,Marketing,No,Male,Yes,American,White,No,33,945 316 7364,Ivy.Chapman@mail.ca,Jamais,Rarement,Souvent,Rarement,Parfois,Jamais,Souvent,Parfois,Parfois,Régulièrement,7,7,3,7,8,8,3,3,9,7,9,7,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,24493,United States,North America,6.5
5974,Roger,Nicolas,Marketing,No,Female,No,Mexican,White,No,37,933 275 4743,Roger.Nicolas@mail.ca,Rarement,Jamais,Souvent,Parfois,Rarement,Rarement,Jamais,Rarement,Parfois,Rarement,5,8,9,6,9,6,5,8,10,9,8,10,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,50791,Mexico,North America,7.75
5975,Alexander,Wise,RD,No,Male,No,Canadian,White,Yes,41,598 771 9343,Alexander.Wise@mail.ca,Souvent,Parfois,Parfois,Jamais,Jamais,Jamais,Jamais,Rarement,Régulièrement,Jamais,7,9,7,9,9,9,9,9,7,6,10,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,59445,Canada,North America,8.0
5976,Carter,Stuart,IT,No,Male,No,British,White,No,35,516 314 5226,Carter.Stuart@mail.ca,Parfois,Jamais,Régulièrement,Rarement,Parfois,Parfois,Rarement,Régulièrement,Rarement,Rarement,5,4,3,8,9,5,9,10,8,8,8,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,69474,United Kingdom,Europe,7.0
5977,Lillian,Dunbar,Finance,No,Female,No,Canadian,White,No,29,771 511 1720,Lillian.Dunbar@mail.ca,Régulièrement,Jamais,Jamais,Parfois,Rarement,Souvent,Parfois,Parfois,Régulièrement,Souvent,10,10,1,4,5,8,9,9,10,6,8,4,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,58592,Canada,North America,7.0
5978,Luke,Wilson,Sales,No,Female,Yes,American,White,No,41,302 939 7905,Luke.Wilson@mail.ca,Jamais,Parfois,Souvent,Régulièrement,Rarement,Jamais,Souvent,Souvent,Rarement,Rarement,6,7,8,9,4,7,8,8,7,9,8,9,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Oui,57208,United States,North America,7.5
5979,Estrella,Kidd,Sales,No,Female,No,Vietnamese,White,No,51,152 313 1556,Estrella.Kidd@mail.ca,Jamais,Rarement,Souvent,Souvent,Parfois,Rarement,Jamais,Parfois,Parfois,Rarement,4,8,10,8,7,7,9,5,7,10,3,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,88548,Vietnam,Asia,7.08
5980,Barry,Allcott,Finance,No,Male,No,Tunisian,White,No,29,842 481 6081,Barry.Allcott@mail.ca,Rarement,Jamais,Jamais,Parfois,Parfois,Parfois,Parfois,Souvent,Souvent,Régulièrement,10,8,9,8,9,5,8,8,3,10,6,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,48723,Tunisia,Africa,7.5
5981,Elle,Swan,Marketing,No,Prefer not to say,Yes,Canadian,White,No,30,573 150 5624,Elle.Swan@mail.ca,Rarement,Jamais,Rarement,Rarement,Rarement,Régulièrement,Souvent,Souvent,Régulièrement,Parfois,4,6,6,9,8,7,9,9,8,5,9,6,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,65620,Canada,North America,7.17
5982,Drew,Uddin,Sales,No,Non-binary/non-conforming,No,American,White,Yes,63,599 324 6963,Drew.Uddin@mail.ca,Parfois,Parfois,Régulièrement,Rarement,Parfois,Régulièrement,Jamais,Rarement,Parfois,Rarement,8,8,7,9,3,10,10,4,8,9,6,9,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,50843,United States,North America,7.58
5983,Ciara,Radcliffe,HR,No,Male,No,Polish,Asian,No,27,911 867 4338,Ciara.Radcliffe@mail.ca,Parfois,Souvent,Jamais,Rarement,Régulièrement,Parfois,Rarement,Souvent,Rarement,Rarement,3,5,8,2,9,9,8,8,8,7,8,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,56363,Poland,Europe,6.67
5984,Roger,Yang,Marketing,Yes,Female,No,Canadian,Asian,No,37,710 666 5891,Roger.Yang@mail.ca,Rarement,Souvent,Jamais,Parfois,Rarement,Jamais,Souvent,Rarement,Parfois,Jamais,1,5,8,6,9,9,8,7,4,1,8,8,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,66177,Canada,North America,6.17
5985,Johnathan,Roman,RD,No,Female,No,Canadian,White,No,38,550 962 2847,Johnathan.Roman@mail.ca,Rarement,Régulièrement,Parfois,Jamais,Souvent,Souvent,Jamais,Régulièrement,Rarement,Parfois,2,7,9,5,8,7,6,7,4,10,4,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,40421,Canada,North America,6.42
5986,Hayden,Broomfield,Sales,No,Male,No,Syrian,Black,No,36,492 178 3315,Hayden.Broomfield@mail.ca,Parfois,Rarement,Souvent,Parfois,Régulièrement,Jamais,Parfois,Rarement,Souvent,Rarement,10,6,9,5,2,6,2,10,8,5,8,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Oui,48675,Syria,Asia,6.67
5987,Chadwick,Andrews,Finance,Yes,Prefer not to say,Yes,New Zealand,Asian,Yes,58,217 336 8470,Chadwick.Andrews@mail.ca,Souvent,Jamais,Régulièrement,Jamais,Souvent,Rarement,Rarement,Jamais,Jamais,Jamais,6,7,5,9,7,9,8,8,5,9,8,9,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,34360,New Zealand,Oceania,7.5
5988,Bryon,Moreno,Sales,No,Male,No,American,White,No,41,810 637 5975,Bryon.Moreno@mail.ca,Parfois,Parfois,Rarement,Régulièrement,Rarement,Jamais,Régulièrement,Souvent,Parfois,Régulièrement,5,6,7,10,7,9,4,7,6,3,7,9,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Oui,84602,United States,North America,6.67
5989,Logan,Chester,Sales,No,Male,Prefer not to say,Canadian,White,No,36,137 535 7966,Logan.Chester@mail.ca,Rarement,Régulièrement,Rarement,Souvent,Rarement,Rarement,Souvent,Jamais,Parfois,Souvent,9,10,8,4,6,8,5,8,8,9,8,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,14292,Canada,North America,7.58
5990,Phillip,Santos,Operations,No,Male,No,Canadian,White,No,32,633 907 9556,Phillip.Santos@mail.ca,Rarement,Régulièrement,Parfois,Jamais,Parfois,Régulièrement,Rarement,Rarement,Parfois,Rarement,8,4,9,4,6,10,6,4,4,7,9,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,16343,Canada,North America,6.5
5991,Mark,Farrell,Finance,No,Female,No,American,White,Yes,36,352 569 7760,Mark.Farrell@mail.ca,Parfois,Jamais,Rarement,Jamais,Rarement,Parfois,Jamais,Rarement,Souvent,Jamais,5,6,5,5,7,9,2,8,8,7,2,3,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,54178,United States,North America,5.58
5992,Martin,Gilmour,HR,No,Female,No,Vietnamese,Latin,No,44,390 723 6280,Martin.Gilmour@mail.ca,Rarement,Parfois,Jamais,Jamais,Souvent,Jamais,Rarement,Jamais,Jamais,Parfois,2,7,10,5,5,5,6,4,9,9,8,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,55680,Vietnam,Asia,6.33
5993,Ilona,Vaughn,Finance,No,Male,No,Canadian,White,No,38,424 530 5310,Ilona.Vaughn@mail.ca,Souvent,Jamais,Jamais,Parfois,Parfois,Rarement,Régulièrement,Souvent,Jamais,Souvent,8,5,8,7,9,2,8,6,7,4,6,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,88933,Canada,North America,6.25
5994,Hayden,James,IT,No,Male,No,Canadian,White,No,29,444 387 3991,Hayden.James@mail.ca,Souvent,Rarement,Parfois,Rarement,Souvent,Rarement,Jamais,Souvent,Parfois,Régulièrement,6,6,3,8,6,10,5,9,7,7,9,9,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,16989,Canada,North America,7.08
5995,Chris,Henderson,Operations,No,Female,Yes,American,White,No,31,410 309 3424,Chris.Henderson@mail.ca,Jamais,Rarement,Parfois,Jamais,Régulièrement,Jamais,Régulièrement,Parfois,Souvent,Rarement,9,9,10,3,5,7,4,10,8,6,8,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,73813,United States,North America,7.42
5996,Bryon,Maxwell,IT,No,Male,No,Indian,Asian,No,32,288 189 5278,Bryon.Maxwell@mail.ca,Rarement,Parfois,Jamais,Jamais,Jamais,Parfois,Souvent,Parfois,Jamais,Rarement,4,2,10,10,8,1,6,10,6,6,5,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,62605,India,Asia,6.42
5997,George,Smith,IT,No,Male,No,Chinese,White,No,54,906 220 9113,George.Smith@mail.ca,Souvent,Parfois,Rarement,Souvent,Jamais,Souvent,Jamais,Jamais,Parfois,Parfois,7,10,8,4,7,9,8,8,8,9,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,26746,China,Asia,7.92
5998,Johnny,Hooper,Finance,No,Prefer not to say,No,Indian,White,No,42,948 248 7089,Johnny.Hooper@mail.ca,Parfois,Rarement,Régulièrement,Parfois,Rarement,Régulièrement,Jamais,Rarement,Jamais,Parfois,9,3,10,5,8,4,8,8,9,7,8,7,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Oui,Oui,89383,India,Asia,7.17
5999,Sharon,Lee,Sales,Yes,Female,No,Sri Lankan,White,No,39,800 995 1194,Sharon.Lee@mail.ca,Rarement,Rarement,Parfois,Jamais,Jamais,Parfois,Jamais,Parfois,Rarement,Parfois,7,9,8,9,9,8,2,3,6,8,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,69425,Sri Lanka,Asia,7.17
6000,Mavis,Jennson,Finance,No,Male,No,Moroccan,Asian,No,62,487 866 2553,Mavis.Jennson@mail.ca,Souvent,Régulièrement,Jamais,Rarement,Parfois,Jamais,Rarement,Souvent,Régulièrement,Parfois,1,5,4,7,8,8,5,6,10,8,3,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,30976,Morocco,Africa,6.0
6001,Cedrick,Greenwood,Marketing,No,Female,Yes,Russian,White,No,42,341 392 2466,Cedrick.Greenwood@mail.ca,Souvent,Rarement,Souvent,Rarement,Souvent,Parfois,Rarement,Parfois,Jamais,Parfois,8,6,10,7,8,8,10,8,6,9,6,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,30092,Russia,Europe,7.83
6002,Alexander,Irwin,IT,No,Female,No,Australian,Asian,Prefer not to say,31,656 171 3963,Alexander.Irwin@mail.ca,Jamais,Rarement,Régulièrement,Rarement,Rarement,Rarement,Parfois,Rarement,Rarement,Rarement,8,9,2,7,8,9,9,7,8,10,5,4,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,89570,Australia,Australia,7.17
6003,Rae,Mccall,Sales,No,Male,No,German,White,No,45,793 369 6483,Rae.Mccall@mail.ca,Rarement,Rarement,Parfois,Rarement,Rarement,Souvent,Parfois,Rarement,Jamais,Rarement,3,8,4,9,10,8,7,9,7,8,10,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,20494,Germany,Europe,7.58
6004,Domenic,Mullins,Finance,No,Male,No,Canadian,Middle Eastern,Yes,31,976 616 7578,Domenic.Mullins@mail.ca,Parfois,Souvent,Rarement,Parfois,Souvent,Jamais,Souvent,Jamais,Parfois,Rarement,7,1,2,7,9,6,7,6,5,9,9,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,40295,Canada,North America,6.42
6005,Harvey,Robertson,IT,Yes,Male,No,American,White,Prefer not to say,50,416 900 8634,Harvey.Robertson@mail.ca,Rarement,Souvent,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Rarement,Parfois,10,4,9,9,9,5,2,5,3,9,6,10,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Oui,33144,United States,North America,6.75
6006,Adalind,Tanner,Marketing,No,Male,No,Colombian,White,No,41,662 879 3571,Adalind.Tanner@mail.ca,Régulièrement,Rarement,Parfois,Parfois,Souvent,Rarement,Parfois,Souvent,Rarement,Parfois,8,6,10,8,9,6,5,8,9,8,8,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,65398,Colombia,South America,7.83
6007,Meredith,Crawley,Marketing,No,Female,No,Canadian,White,No,42,422 917 1614,Meredith.Crawley@mail.ca,Parfois,Jamais,Rarement,Rarement,Régulièrement,Rarement,Rarement,Rarement,Rarement,Rarement,7,3,3,9,9,5,10,10,1,10,9,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,38290,Canada,North America,6.83
6008,Eryn,Campbell,Marketing,No,Male,No,Canadian,White,No,31,895 188 5786,Eryn.Campbell@mail.ca,Parfois,Souvent,Rarement,Rarement,Parfois,Régulièrement,Jamais,Rarement,Souvent,Jamais,7,8,10,5,9,7,6,9,4,10,6,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,46746,Canada,North America,7.42
6009,Josephine,Beal,Finance,No,Male,No,Greek,Asian,No,40,390 984 3542,Josephine.Beal@mail.ca,Jamais,Jamais,Parfois,Souvent,Parfois,Jamais,Rarement,Jamais,Jamais,Rarement,7,3,4,9,9,8,7,8,9,1,9,3,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,83169,Greece,Europe,6.42
6010,Bob,Hammond,Sales,No,Prefer not to say,No,Canadian,Asian,Yes,42,435 507 3585,Bob.Hammond@mail.ca,Jamais,Parfois,Régulièrement,Souvent,Parfois,Souvent,Souvent,Souvent,Parfois,Rarement,6,7,9,8,8,9,5,8,2,3,10,2,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,24976,Canada,North America,6.42
6011,Chuck,Faulkner,Sales,No,Female,No,Canadian,Asian,No,37,674 384 5298,Chuck.Faulkner@mail.ca,Jamais,Rarement,Rarement,Souvent,Jamais,Souvent,Rarement,Rarement,Régulièrement,Parfois,6,5,3,10,9,7,3,10,9,1,5,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,52783,Canada,North America,6.33
6012,Tom,Mackenzie,Marketing,No,Male,No,Korean,White,Yes,27,104 165 8561,Tom.Mackenzie@mail.ca,Rarement,Parfois,Rarement,Souvent,Rarement,Régulièrement,Souvent,Souvent,Régulièrement,Régulièrement,9,3,8,6,6,4,9,10,9,6,7,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,55081,South Korea,Asia,6.83
6013,Evelynn,Davies,Finance,No,Prefer not to say,Prefer not to say,Canadian,Asian,No,30,769 954 1716,Evelynn.Davies@mail.ca,Souvent,Parfois,Parfois,Parfois,Jamais,Rarement,Rarement,Régulièrement,Souvent,Parfois,5,8,8,7,6,8,9,7,8,9,9,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Non,Non,65332,Canada,North America,7.58
6014,Harvey,Dale,Sales,Yes,Male,No,Canadian,Asian,No,43,813 700 5184,Harvey.Dale@mail.ca,Régulièrement,Jamais,Jamais,Rarement,Parfois,Parfois,Rarement,Souvent,Rarement,Rarement,10,5,9,6,5,8,7,6,8,9,8,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,65612,Canada,North America,7.33
